0	1.010344e-03	3.247515e-01	1.751851e-01	3.247706e-01	
1	1.171309e-03	4.401198e+00	-2.44391e+00	4.401212e+00	
2	1.339715e-03	4.226433e+00	-3.66520e+00	4.226434e+00	
3	1.476199e-03	7.449453e-01	-3.25444e+00	7.449382e-01	
4	1.613340e-03	-3.26726e+00	-2.14977e+00	-3.26727e+00	
5	1.757411e-03	-4.99458e+00	-1.10665e+00	-4.99459e+00	
6	1.863827e-03	-3.77482e+00	-7.24461e-01	-3.77483e+00	
7	1.950504e-03	-1.53001e+00	-6.47029e-01	-1.53001e+00	
8	2.036658e-03	1.141484e+00	-6.27064e-01	1.141484e+00	
9	2.118721e-03	3.393345e+00	-4.97118e-01	3.393343e+00	
10	2.236155e-03	4.981093e+00	1.266675e-01	4.981085e+00	
11	2.369372e-03	3.658323e+00	1.487975e+00	3.658310e+00	
12	2.522983e-03	-7.19518e-01	3.307531e+00	-7.19529e-01	
13	2.674763e-03	-4.45164e+00	4.263324e+00	-4.45164e+00	
14	2.834823e-03	-4.30654e+00	3.442864e+00	-4.30653e+00	
15	3.004368e-03	1.371991e-01	8.487538e-01	1.372180e-01	
16	3.162082e-03	4.256325e+00	-1.79773e+00	4.256340e+00	
17	3.333383e-03	4.329351e+00	-3.30702e+00	4.329354e+00	
18	3.469630e-03	9.483080e-01	-3.16344e+00	9.483029e-01	
19	3.606877e-03	-3.11091e+00	-2.31352e+00	-3.11091e+00	
20	3.734449e-03	-4.97615e+00	-1.55027e+00	-4.97616e+00	
21	3.833213e-03	-4.33202e+00	-1.25107e+00	-4.33202e+00	
22	3.918583e-03	-2.44768e+00	-1.20833e+00	-2.44768e+00	
23	3.984921e-03	-4.73004e-01	-1.24146e+00	-4.73003e-01	
24	4.047077e-03	1.457495e+00	-1.24384e+00	1.457494e+00	
25	4.171388e-03	4.402380e+00	-8.73403e-01	4.402374e+00	
26	4.301256e-03	4.742937e+00	2.475447e-01	4.742926e+00	
27	4.443879e-03	1.726779e+00	2.138697e+00	1.726764e+00	
28	4.600805e-03	-2.95935e+00	3.994516e+00	-2.95935e+00	
29	4.798277e-03	-4.77173e+00	4.206056e+00	-4.77172e+00	
30	4.951923e-03	-1.48752e+00	2.402757e+00	-1.48750e+00	
31	5.119753e-03	3.417068e+00	-4.01599e-01	3.417084e+00	
32	5.287021e-03	4.865342e+00	-2.42459e+00	4.865349e+00	
33	5.440324e-03	1.831152e+00	-2.86245e+00	1.831150e+00	
34	5.554855e-03	-1.68940e+00	-2.48360e+00	-1.68940e+00	
35	5.667617e-03	-4.34498e+00	-1.98323e+00	-4.34499e+00	
36	5.755833e-03	-4.99664e+00	-1.74008e+00	-4.99664e+00	
37	5.842265e-03	-4.18309e+00	-1.71584e+00	-4.18309e+00	
38	5.920591e-03	-2.39247e+00	-1.83711e+00	-2.39247e+00	
39	6.003241e-03	1.018060e-01	-1.98778e+00	1.018076e-01	
40	6.098291e-03	2.895317e+00	-1.97376e+00	2.895315e+00	
41	6.243022e-03	4.995195e+00	-1.13698e+00	4.995185e+00	
42	6.406529e-03	2.770555e+00	9.881787e-01	2.770539e+00	
43	6.564736e-03	-1.97813e+00	3.335332e+00	-1.97814e+00	
44	6.742086e-03	-4.99382e+00	4.550493e+00	-4.99382e+00	
45	6.900092e-03	-2.93660e+00	3.589232e+00	-2.93659e+00	
46	7.062134e-03	1.902779e+00	1.192995e+00	1.902796e+00	
47	7.219601e-03	4.909071e+00	-1.09067e+00	4.909083e+00	
48	7.376067e-03	3.511749e+00	-2.22804e+00	3.511752e+00	
49	7.496490e-03	1.102622e-01	-2.25651e+00	1.102600e-01	
50	7.594227e-03	-2.79031e+00	-2.00335e+00	-2.79031e+00	
51	7.701045e-03	-4.76532e+00	-1.79269e+00	-4.76532e+00	
52	7.790777e-03	-4.83679e+00	-1.82625e+00	-4.83679e+00	
53	7.891097e-03	-3.16050e+00	-2.10083e+00	-3.16050e+00	
54	7.984578e-03	-4.83752e-01	-2.43268e+00	-4.83748e-01	

55	8.095634e-03	2.826879e+00	-2.57713e+00	2.826879e+00	
56	8.247009e-03	4.999117e+00	-1.76777e+00	4.999107e+00	
57	8.404112e-03	2.833446e+00	3.656212e-01	2.833429e+00	
58	8.570518e-03	-2.14362e+00	3.040842e+00	-2.14363e+00	
59	8.743955e-03	-4.99639e+00	4.527028e+00	-4.99640e+00	
60	8.901383e-03	-2.90367e+00	3.862778e+00	-2.90366e+00	
61	9.062884e-03	1.924546e+00	1.718177e+00	1.924562e+00	
62	9.214928e-03	4.879088e+00	-3.87267e-01	4.879099e+00	
63	9.368857e-03	3.669329e+00	-1.57594e+00	3.669332e+00	
64	9.484653e-03	4.813798e-01	-1.75107e+00	4.813791e-01	
65	9.576772e-03	-2.31941e+00	-1.65765e+00	-2.31941e+00	
66	9.665695e-03	-4.31478e+00	-1.60202e+00	-4.31478e+00	
67	9.752456e-03	-4.99940e+00	-1.72548e+00	-4.99940e+00	
68	9.861240e-03	-3.82762e+00	-2.16752e+00	-3.82761e+00	
69	9.969525e-03	-9.51572e-01	-2.74881e+00	-9.51566e-01	
70	1.008857e-02	2.641128e+00	-3.11581e+00	2.641129e+00	
71	1.027589e-02	4.933986e+00	-2.14606e+00	4.933975e+00	
72	1.045495e-02	1.396536e+00	4.969213e-01	1.396518e+00	
73	1.062040e-02	-3.43189e+00	3.141777e+00	-3.43190e+00	
74	1.081413e-02	-4.59951e+00	4.329400e+00	-4.59951e+00	
75	1.096362e-02	-1.13295e+00	3.372826e+00	-1.13294e+00	
76	1.111479e-02	3.301722e+00	1.492392e+00	3.301735e+00	
77	1.127260e-02	4.949653e+00	-1.98251e-01	4.949661e+00	
78	1.141469e-02	2.553661e+00	-8.96480e-01	2.553663e+00	
79	1.151292e-02	-4.05525e-01	-9.82070e-01	-4.05525e-01	
80	1.160999e-02	-3.18680e+00	-1.00838e+00	-3.18680e+00	
81	1.172224e-02	-4.92416e+00	-1.26632e+00	-4.92416e+00	
82	1.183957e-02	-4.22886e+00	-1.93295e+00	-4.22885e+00	
83	1.197232e-02	-8.65362e-01	-2.92924e+00	-8.65354e-01	
84	1.209423e-02	2.790409e+00	-3.54165e+00	2.790411e+00	
85	1.228390e-02	4.886995e+00	-2.75248e+00	4.886984e+00	
86	1.244473e-02	1.701685e+00	-3.88678e-01	1.701667e+00	
87	1.261970e-02	-3.41594e+00	2.569431e+00	-3.41596e+00	
88	1.280130e-02	-4.74252e+00	4.107044e+00	-4.74252e+00	
89	1.294960e-02	-1.55690e+00	3.594124e+00	-1.55689e+00	
90	1.309994e-02	2.937487e+00	2.052713e+00	2.937498e+00	
91	1.324542e-02	4.997928e+00	6.070380e-01	4.997936e+00	
92	1.337439e-02	3.549134e+00	-9.31222e-02	3.549137e+00	
93	1.347143e-02	8.926151e-01	-2.55824e-01	8.926156e-01	
94	1.353694e-02	-1.15021e+00	-2.86456e-01	-1.15021e+00	
95	1.360180e-02	-2.98437e+00	-3.50531e-01	-2.98437e+00	
96	1.369684e-02	-4.72369e+00	-6.49826e-01	-4.72368e+00	
97	1.381344e-02	-4.60802e+00	-1.44867e+00	-4.60801e+00	
98	1.395588e-02	-1.36841e+00	-2.81191e+00	-1.36840e+00	
99	1.408959e-02	2.668307e+00	-3.81885e+00	2.668312e+00	
100	1.428157e-02	4.901954e+00	-3.39355e+00	4.901945e+00	
101	1.444220e-02	1.776175e+00	-1.17273e+00	1.776156e+00	
102	1.461547e-02	-3.31765e+00	1.839506e+00	-3.31766e+00	
103	1.479128e-02	-4.83273e+00	3.672030e+00	-4.83273e+00	
104	1.493848e-02	-1.88508e+00	3.566447e+00	-1.88507e+00	
105	1.506930e-02	2.109105e+00	2.548632e+00	2.109115e+00	
106	1.520680e-02	4.816955e+00	1.356777e+00	4.816963e+00	
107	1.532848e-02	4.404294e+00	6.937982e-01	4.404297e+00	
108	1.542422e-02	2.291634e+00	5.069232e-01	2.291634e+00	
109	1.549784e-02	6.789512e-02	4.786761e-01	6.789525e-02	
110	1.557028e-02	-2.13682e+00	4.301313e-01	-2.13682e+00	
111	1.566691e-02	-4.33395e+00	1.486988e-01	-4.33394e+00	
112	1.575815e-02	-4.99344e+00	-4.60089e-01	-4.99343e+00	

113	1.588475e-02	-3.31234e+00	-1.80711e+00	-3.31232e+00	
114	1.603207e-02	1.000791e+00	-3.49392e+00	1.000802e+00	
115	1.619667e-02	4.721952e+00	-4.28301e+00	4.721951e+00	
116	1.635638e-02	3.923966e+00	-3.13694e+00	3.923953e+00	
117	1.652274e-02	-7.11922e-01	-4.08567e-01	-7.11941e-01	
118	1.668432e-02	-4.58029e+00	2.231275e+00	-4.58030e+00	
119	1.685053e-02	-4.03526e+00	3.479517e+00	-4.03526e+00	
120	1.698435e-02	-4.90868e-01	3.186834e+00	-4.90862e-01	
121	1.711837e-02	3.385269e+00	2.276518e+00	3.385276e+00	
122	1.725673e-02	4.995528e+00	1.440830e+00	4.995532e+00	
123	1.735709e-02	3.910147e+00	1.155425e+00	3.910148e+00	
124	1.743902e-02	1.869340e+00	1.111082e+00	1.869340e+00	
125	1.752071e-02	-6.48693e-01	1.108966e+00	-6.48693e-01	
126	1.760051e-02	-2.95199e+00	9.996992e-01	-2.95199e+00	
127	1.775792e-02	-4.99381e+00	4.780633e-02	-4.99380e+00	
128	1.790386e-02	-2.83996e+00	-1.68133e+00	-2.83995e+00	
129	1.806818e-02	2.076942e+00	-3.68894e+00	2.076952e+00	
130	1.823043e-02	4.962267e+00	-4.37052e+00	4.962265e+00	
131	1.838357e-02	3.340087e+00	-3.14832e+00	3.340073e+00	
132	1.854235e-02	-1.31479e+00	-5.58142e-01	-1.31481e+00	
133	1.870644e-02	-4.81386e+00	1.983514e+00	-4.81388e+00	
134	1.886580e-02	-3.73382e+00	3.093129e+00	-3.73382e+00	
135	1.899389e-02	-1.91797e-01	2.883514e+00	-1.91792e-01	
136	1.912168e-02	3.461005e+00	2.195318e+00	3.461011e+00	
137	1.925370e-02	4.998648e+00	1.610766e+00	4.998651e+00	
138	1.935033e-02	4.039024e+00	1.470379e+00	4.039024e+00	
139	1.942901e-02	2.157022e+00	1.518910e+00	2.157021e+00	
140	1.950776e-02	-2.43750e-01	1.598491e+00	-2.43750e-01	
141	1.958761e-02	-2.61552e+00	1.564257e+00	-2.61551e+00	
142	1.974731e-02	-4.99929e+00	6.754614e-01	-4.99928e+00	
143	1.989283e-02	-3.11811e+00	-1.11343e+00	-3.11810e+00	
144	2.006314e-02	1.931896e+00	-3.43880e+00	1.931908e+00	
145	2.022256e-02	4.925845e+00	-4.45009e+00	4.925845e+00	
146	2.037778e-02	3.473333e+00	-3.53558e+00	3.473321e+00	
147	2.053922e-02	-1.21955e+00	-1.10853e+00	-1.21957e+00	
148	2.069765e-02	-4.73196e+00	1.327243e+00	-4.73198e+00	
149	2.085756e-02	-3.90095e+00	2.592392e+00	-3.90095e+00	
150	2.098363e-02	-5.13225e-01	2.576387e+00	-5.13222e-01	
151	2.109463e-02	2.800861e+00	2.151865e+00	2.800865e+00	
152	2.121168e-02	4.855778e+00	1.753418e+00	4.855780e+00	
153	2.130504e-02	4.703928e+00	1.671767e+00	4.703927e+00	
154	2.138918e-02	3.206908e+00	1.797264e+00	3.206906e+00	
155	2.147399e-02	8.136079e-01	2.006884e+00	8.136054e-01	
156	2.156593e-02	-2.01257e+00	2.125687e+00	-2.01257e+00	
157	2.173458e-02	-4.97655e+00	1.389967e+00	-4.97654e+00	
158	2.189059e-02	-3.17277e+00	-5.29823e-01	-3.17275e+00	
159	2.206094e-02	1.867929e+00	-3.05888e+00	1.867943e+00	
160	2.222139e-02	4.919410e+00	-4.37002e+00	4.919412e+00	
161	2.237789e-02	3.470657e+00	-3.74569e+00	3.470646e+00	
162	2.254026e-02	-1.25128e+00	-1.55390e+00	-1.25130e+00	
163	2.269252e-02	-4.67746e+00	6.736523e-01	-4.67747e+00	
164	2.285054e-02	-4.03507e+00	1.972645e+00	-4.03507e+00	
165	2.297296e-02	-8.45415e-01	2.094428e+00	-8.45413e-01	
166	2.307258e-02	2.202045e+00	1.856361e+00	2.202048e+00	
167	2.317118e-02	4.399243e+00	1.632686e+00	4.399245e+00	
168	2.326078e-02	4.988527e+00	1.621267e+00	4.988526e+00	
169	2.335265e-02	3.995526e+00	1.852070e+00	3.995522e+00	
170	2.345230e-02	1.476355e+00	2.262209e+00	1.476350e+00	

171	2.355984e-02	-1.83608e+00	2.590539e+00	-1.83608e+00	
172	2.370880e-02	-4.83337e+00	2.200816e+00	-4.83337e+00	
173	2.386558e-02	-3.73838e+00	4.328075e-01	-3.73836e+00	
174	2.403154e-02	9.842505e-01	-2.23307e+00	9.842670e-01	
175	2.419095e-02	4.659792e+00	-4.09633e+00	4.659799e+00	
176	2.435551e-02	3.940968e+00	-4.09750e+00	3.940961e+00	
177	2.449638e-02	1.136351e-01	-2.59210e+00	1.136206e-01	
178	2.464845e-02	-4.01618e+00	-4.41954e-01	-4.01620e+00	
179	2.479437e-02	-4.80691e+00	1.070114e+00	-4.80692e+00	
180	2.491669e-02	-2.49949e+00	1.544670e+00	-2.49949e+00	
181	2.502052e-02	6.428659e-01	1.500420e+00	6.428676e-01	
182	2.512326e-02	3.496733e+00	1.359669e+00	3.496734e+00	
183	2.524689e-02	4.999044e+00	1.448259e+00	4.999041e+00	
184	2.535373e-02	3.975138e+00	1.873932e+00	3.975132e+00	
185	2.547482e-02	7.877011e-01	2.551566e+00	7.876954e-01	
186	2.558436e-02	-2.52797e+00	2.958249e+00	-2.52797e+00	
187	2.576454e-02	-4.97915e+00	2.238412e+00	-4.97914e+00	
188	2.593983e-02	-1.84547e+00	-1.49721e-01	-1.84546e+00	
189	2.610260e-02	3.004694e+00	-2.73516e+00	3.004708e+00	
190	2.628670e-02	4.867628e+00	-4.10945e+00	4.867629e+00	
191	2.643755e-02	1.912109e+00	-3.40089e+00	1.912099e+00	
192	2.659060e-02	-2.69498e+00	-1.60958e+00	-2.69499e+00	
193	2.674031e-02	-4.99073e+00	4.195709e-02	-4.99074e+00	
194	2.688202e-02	-3.37626e+00	8.175435e-01	-3.37626e+00	
195	2.698665e-02	-4.18837e-01	8.973776e-01	-4.18836e-01	
196	2.706258e-02	1.915845e+00	8.423690e-01	1.915846e+00	
197	2.713372e-02	3.723742e+00	8.376455e-01	3.723742e+00	
198	2.723937e-02	4.988844e+00	1.094238e+00	4.988839e+00	
199	2.735530e-02	3.945060e+00	1.786798e+00	3.945052e+00	
200	2.748582e-02	4.449677e-01	2.787636e+00	4.449601e-01	
201	2.761193e-02	-3.23350e+00	3.390548e+00	-3.23351e+00	
202	2.776898e-02	-4.96450e+00	2.809594e+00	-4.96449e+00	
203	2.791850e-02	-2.44989e+00	7.952744e-01	-2.44987e+00	
204	2.808677e-02	2.592881e+00	-2.06465e+00	2.592898e+00	
205	2.825905e-02	4.991919e+00	-3.88608e+00	4.991923e+00	
206	2.841199e-02	2.626191e+00	-3.72111e+00	2.626184e+00	
207	2.854859e-02	-1.50298e+00	-2.43877e+00	-1.50299e+00	
208	2.869237e-02	-4.67576e+00	-8.79334e-01	-4.67577e+00	
209	2.883061e-02	-4.37221e+00	8.367056e-02	-4.37222e+00	
210	2.893671e-02	-1.93632e+00	3.309361e-01	-1.93632e+00	
211	2.901986e-02	6.222272e-01	3.420992e-01	6.222275e-01	
212	2.910138e-02	2.973993e+00	3.673372e-01	2.973992e+00	
